mission,label,reason
land conservation and public use; education,0,"The mission focuses on land conservation, public use, and education, which are secular activities."
provision of control and care for stray cats dogs and other domestic animals educate the public and protect them from injury caused by diseased or uncontrolled animals,0,"The mission focuses on animal care and public education, which are secular activities."
to provide low cost housing to the elderly and low income,0,"The mission focuses on providing low-cost housing, which is a secular activity and does not indicate a religious motivation."
the washington county children's program works with children and their families in order to create the optimal environments in which children can grow focusing on prevention and early invention and increasing the community's awareness of its children's possibilities and special needs,0,The mission focuses on child development and community awareness without any religious or faith-based language.
to preserve and promote the memorial hall the artifacts the history of peaks island and the legacy of the fifth maine civil war regiment for the education and enrichment of the community,0,"The mission focuses on preserving history and education, which are secular activities."
classical music concerts,0,The mission focuses on secular activities related to music and does not mention any religious or faith-based concepts.
we believe that every person deserves to live in peace and equality and that just and respectful relationships can change the world partners for peace's mission is to engage individuals and the community to end domestic violence in penobscot and piscataquis counties we provide support advocacy and safety planning to anyone affected by domestic abuse we foster safe and healthy relationships through prevention education and training together with our community we recognize the nature of abuse respond to it and change the conditions which lead to it,0,"The mission focuses on ending domestic violence and promoting peace and equality, which are secular activities and do not mention religious concepts."
it is the mission of caring unlimited to work with the community to end domestic violence in york county this includes providing support and safe haven to women their children and men whose lives are affected by domestic abuse in a manner that honors their essential worth nurtures their inherent strengths and respects their right of self-determination,0,The mission focuses on ending domestic violence and providing support without mentioning any religious or faith-based concepts.
group home for disabled adults and independent living program designed to promote independent living skills,0,"The mission focuses on providing support for disabled adults and promoting independent living skills, which are secular activities."
our mission is to provide services of a religious content to educate and evangelize by means of live worship services and other forms of media available primarily the medium of television,1,"The mission mentions religious content, educate, evangelize, and live worship services, indicating a clear religious focus."
recreational activities for area communi,0,"The mission focuses on recreational activities, which are secular in nature and do not indicate a religious motivation."
provide services for individuals with mental retardation including supported living training habiliatation employment and counseling,0,"The mission focuses on providing services for individuals with mental retardation, which is a secular activity and does not mention any religious or faith-based concepts."
to provide high quality legal investigative and advocacy services to maine's residents aged sixty & over who qualify for legal services under the older americans act 42 usca sec 3001 et seq as amended,0,"The mission focuses on providing legal services to seniors, which is a secular activity and does not mention any religious or faith-based concepts."
the maine coalition to end domestic violence (mcedv) mobilizes collaborative community action with and on behalf of a statewide network of domestic violence resource centers to ensure that all people affected by domestic abuse and violence in maine are restored to safety and that perpetrators are held accountable mcedv builds partnerships that promote public policy education and systems advocacy to create and encourage a social political and economic environment that fosters communities where the diversity dignity and contributions of all are respected and celebrated and domestic abuse and violence no longer exist,0,The mission focuses on ending domestic violence and promoting community action without any religious or faith-based language.
provides housing for juveniles the organization has sold its operating assets and is in the process of liquidating by distributing its assets,0,"The mission focuses on providing housing for juveniles and mentions operational aspects, which are secular activities without religious motivation."
manage for the city of bath maine a historic landmark building,0,"The mission focuses on managing a historic landmark building, which is a secular activity and does not mention any religious or faith-based concepts."
to promote and encourage historical research to acquire by purchasegiftdevise or otherwise the title to and control of historic spots and places to preserve and protect buildings and sites of historic interest to collect and preserve recordsrelics and other things of historic interest to mark places of historic interest with suitable monuments and markers to foster and promote public knowledge and interest in local and national history,0,"The mission focuses on historical research and preservation, which are secular activities and do not indicate a religious motivation."
the goal of the windham historical society is to foster interest in the history of the town by presenting relevant programs providing education opportunities and maintaining historical facilities where displays of the town's past are available,0,"The mission focuses on historical education and preservation, which are secular activities."
wildlife preservation; research; outdoor education for public school system,0,"The mission focuses on wildlife preservation, research, and outdoor education, which are secular activities and do not indicate a religious motivation."
provide support to st andrews health care campus of lincoln health,0,"The mission focuses on providing support to a healthcare campus, which is a secular activity."
the small woodland owners association of maine (swoam) promotes stewardship of maine's small woodland resources provides information for better forest management and advocates for and reaches out to maine's small woodland owners,0,"The mission focuses on forest management and advocacy for woodland owners, which are secular activities."
shelter housing and supportive services for runaway and homeless youth mission is to partner with youth to create lasting change so all youth have a safe place to live and opportunities to grow our vision is a world where all youth are safe and valued in their communities whether a young person is facing a night on the streets for the very first time or has been on their own for years new beginnings can help each year we provide hundreds of children teens and young adults with opportunities for the safety connections and growth that they need to thrive,0,"The mission focuses on providing shelter and supportive services for youth, which is a secular activity and does not mention any religious or faith-based concepts."
preservation,0,The mission 'preservation' does not indicate any religious or faith-based motivation and is too vague to imply a community betterment typical of faith-based charities.
to provide a library for the citizens of york maine,0,"The mission focuses on providing a library, which is a secular activity and does not mention any religious or faith-based concepts."
the southern maine agency on aging's mission is to improve the physical social emotional and economic well-being of older adults in southern maine,0,"The mission focuses on improving the well-being of older adults through social and economic support, which is a secular activity."
promote appreciation of regional history,0,"The mission focuses on promoting appreciation of regional history, which is a secular activity."
funding support for chemical dependency counseling services,0,"The mission focuses on providing counseling services for chemical dependency, which is a secular activity and does not mention any religious or faith-based motivation."
the museum provides historical memorabilia to the public it preserves and maintains original documents and museum pieces reflecting monmouth and maine history,0,"The mission focuses on preserving and maintaining historical memorabilia and documents, which is a secular activity."
to promote a community free of domestic violence by working to prevent abuse and to assist victims of domestic violence,0,"The mission focuses on preventing domestic violence and assisting victims, which are secular activities and do not indicate a religious motivation."
the organization is dedicated to fostering programs to both prevent child maltreatment and empower children and families to lead healthy productive lives,0,"The mission focuses on preventing child maltreatment and empowering families, which are secular activities."
special children's friends provides programming to foster the healthy development of children with developmental challenges in partnership with their families and their communities,0,"The mission focuses on the healthy development of children and partnerships with families and communities, which are secular activities."
to assist in poverty and social services issues in york county maine,0,The mission focuses on poverty and social services without any religious or faith-based language.
the purpose of this organization is to distribute toys to underprivileged children in southern maine during holidays,0,"The mission focuses on distributing toys to underprivileged children, which is a secular activity and does not mention any religious or faith-based concepts."
the organization's mission is to prevent cruelty to unwanted animals by preventing the overbreeding of cats and dogs which might otherwise die of starvation disease or injury or might suffer a life of abuse and neglect and to aid pet owners who desire to spay or neuter their pets but cannnot otherwise afford the cost,0,"The mission focuses on preventing cruelty to animals and aiding pet owners, which are secular activities and do not mention any religious or faith-based motivations."
support youth sports competition,0,"The mission focuses on youth sports competition, which is a secular activity and does not indicate any religious motivation."
providing ambulance service to local communities in the monthmouth area,0,"The mission focuses on providing ambulance service, which is a secular activity and does not mention any religious or faith-based motivation."
it is the mission of the child health center to serve children and families by providing the care knowledge skills and resources that wil help them achieve their goals in life,0,"The mission focuses on providing care and resources for children and families, which is a secular activity and does not mention any religious concepts."
a maine non-profit corporation that inspires people to recognize possibilities and lead meaningful lives,0,The mission focuses on inspiring people and leading meaningful lives without any religious or faith-based language.
operation of low income housing for the elderly and handicapped regulated and assisted by the department of housing and urban development (hud),0,The mission focuses on providing low-income housing and does not mention any religious or faith-based concepts.
provide playing fields and facilities to various baseball softball soccer and basketball youth organizations,0,"The mission focuses on providing sports facilities for youth organizations, which is a secular activity."
to conserve restore and promote the natural ecosystems of the phineas w sprague memorial sanctuary on stratton and bluff islands in partnership with the national audubon society's seabird institute and on the prouts neck peninsula in order to preserve the diversity and sustainability of the seabirds and other wildlife that inhabit these uniquely beautiful places,0,"The mission focuses on environmental conservation and wildlife preservation, which are secular activities."
to provide training for emergency medical personnel emergency first aid medical assistance and transportation for the general public in the town of kennebunkport maine,0,"The mission focuses on providing emergency medical training and assistance, which is a secular activity."
maine society of eye physicians and surgeons (mseps) representing maine's opthamologists and their patients mseps an affiliate of the american academy of opthamology is dedicated to educating the public about eye health care concerns advocating for opthamologists in the state of maine legislature and before regulatory bodies and aiding opthamologists and their staff in their continuing medical education as well as interacting with the third party payers about reimbursement and coverage issues,0,"The mission focuses on healthcare and education related to eye health, with no religious or faith-based elements."
providing programs & services to the childern of oxford hills,0,"The mission focuses on providing programs and services to children, which is a secular activity and does not indicate a religious motivation."
educational organization,0,"The mission focuses on education, which is a secular activity and does not indicate any religious motivation."
member-driven organization whose mission is to improve the health of rural americans and populations through appropriate and equitable health care services and to assist its members in providing leadership on rural issues,0,"The mission focuses on improving health care services and leadership on rural issues, which are secular activities."
the mission of pinewood manor is to provide safe affordable housing and to encourage maximum independence in a caring environment,0,"The mission focuses on providing safe affordable housing and encouraging independence, which are secular activities without religious motivation."
it is the overall mission of good neighbors inc to bring a variety of supports to people with disabilities living in the western maine areaour intention is to assist people to learn to compensate for their limitations while adding to their abilitieswe continuously try to represent individuals in positive roles so they are recognized as the valued people that they areas a human service agency we recognize our limitations while continually trying to improve our efforts and broaden our scope of services,0,"The mission focuses on providing support and services to people with disabilities, which is a secular activity and does not mention any religious or faith-based concepts."
rent affordable office and clinical space to health service providers,0,"The mission focuses on providing affordable office and clinical space for health service providers, which is a secular activity."
the mission of the vose library is to provide print and non-print material to the people of the union area to meet their literary cultural informational educational and recreational needs and to do so in a spirit of service to the community,0,"The mission focuses on providing library services and meeting educational and recreational needs, which are secular activities."
it is the mission of hope and justice project to serve the needs of victims and surviviors of domestic dating and sexual abuse and violence and to work with the community to end this abuse in aroostook county,0,"The mission focuses on serving victims of abuse and community work, which are secular activities without religious motivation."
religious and charitable organization formed and funded for the purpose of spreading the christian religion and its beliefs both domestically and internationally,1,"The mission explicitly mentions spreading the Christian religion and its beliefs, indicating a religious focus."
to provide public transportation services throughout aroostook county,0,"The mission focuses on providing public transportation services, which is a secular activity and does not indicate any religious or faith-based motivation."
madsec provides support to its members opportunities for professional growth to maine educators and leadership in shaping policies and practices which impact the quality of education for children with disabilities,0,"The mission focuses on professional growth and education for children with disabilities, which are secular activities."
restore preserve the head tide church,1,"The mission mentions 'church', indicating a religious context."
to promote the social recreational educational civic and economic welfare of all deaf citizens within the state of maine and to cooperate with other associations for the purpose of advancing the cause of the deaf on a national scale,0,"The mission focuses on the welfare and advancement of deaf citizens, which is a secular activity and does not mention any religious or faith-based concepts."
promote understanding in international affairs and of us foreign policy developments through a diverse program of education in world affairs,0,"The mission focuses on education in international affairs and U.S. foreign policy, which are secular activities."
emergency medical care and transport,0,The mission focuses on healthcare services and does not mention any religious or faith-based concepts.
the foundation is organized and shall be operated on a non-profit basis to provide opportunities for instruction coaching training and enjoyment for alpine skiing snowboarding nordic skiing and other recreational activities undertaken at the titcomb mountain recreation area that is owned and operated by the members of the farmington ski club the foundation shall provide scholarship funds and otherwise assist those members of the community who would otherwise be unable to participate in these programs and activities for lack of funds the foundation shall support the development of program and facilities and provide equipment supplies and financial support where necessary in order to achieve these purposes,0,"The mission focuses on providing recreational activities and scholarships, with no mention of religious or faith-based concepts."
the preservation of railroad knowledge and history,0,"The mission focuses on preserving railroad knowledge and history, which is a secular activity."
to provide room board training in living skills and social integration into the community for annual average of 30 mentally handicapped clients,0,"The mission focuses on providing training and support for mentally handicapped clients, which is a secular activity and does not mention any religious or faith-based concepts."
ambulance service,0,The mission focuses on a secular activity related to healthcare and emergency services.
rural health center,0,"The mission focuses on healthcare, which is a secular activity and does not indicate any religious motivation."
to provide scholarships to students of livermore livermore falls and jay area,0,"The mission focuses on providing scholarships to students, which is a secular activity and does not mention any religious or faith-based concepts."
to provide opportunities for the public's increased accessibility to awareness of and education in chamber music,0,"The mission focuses on providing access to chamber music education, which is a secular activity."
low income housing for the elderly,0,"The mission focuses on providing housing for the elderly, which is a secular activity and does not mention any religious or faith-based motivation."
assist youth adults and families to resolve conflicts and problems enhance individual well-being and strengthen family units,0,"The mission focuses on conflict resolution and family well-being, which are secular activities without religious or faith-based motivation."
the mission of the aclu-me foundation is to advance and preserve the civil liberties of maine people by working in the courts and the community our priority issues include criminal justice reform freedom of speech and religion immigrants' rightslgbt rights privacy racial justice reproductive freedom voting rights and women's rights our target populations are those most vulnerable to deprivation of human rights and liberties including racial and religious minorities immigrants the lgbt community prisoners people with disabilities and people with low incomes,0,The mission focuses on civil liberties and social justice issues without a religious or faith-based motivation.
to provide low-income housing and the related management services,0,"The mission focuses on providing low-income housing and management services, which are secular activities."
to manage a 140 unit apartment complex for low-income elderly tenants,0,"The mission focuses on managing housing for low-income elderly tenants, which is a secular activity and does not indicate a religious motivation."
low income housing,0,"The mission focuses on providing low income housing, which is a secular activity and does not indicate a religious motivation."
the organization is dedicated to empowering people with disabilities to live rich and fulfilling lives in their communities,0,The mission focuses on empowering people with disabilities and does not mention any religious or faith-based concepts.
provide 92 units of section 8/elderly housing,0,"The mission focuses on providing housing, which is a secular activity and does not mention any religious or faith-based motivation."
to provide subsidized and low cost housing units to the elderly and poor in the greater bangor maine area,0,"The mission focuses on providing housing for the elderly and poor, which is a secular activity and does not mention any religious or faith-based motivation."
the museum's mission is to celebrate maine's role in american art to accomplish that mission the museum provides an extensive offering of collections exhibitions education and retail services to the general public,0,"The mission focuses on celebrating art and providing educational and retail services, which are secular activities."
to provide and promote independent living opportunities to persons with disabilities in the state of maine,0,"The mission focuses on providing independent living opportunities for persons with disabilities, which is a secular activity."
to provide day habilitation and residential programs community support programs and other developmental support for adults and children with disabilities,0,"The mission focuses on providing support and programs for individuals with disabilities, which is a secular activity."
to encourage and promote ice skating programs in the state of maine,0,"The mission focuses on promoting ice skating programs, which is a secular activity and does not mention any religious or faith-based concepts."
promote animal shelters/care,0,"The mission focuses on animal care, which is a secular activity and does not indicate any religious motivation."
the arc strengthens and supports our island community by creating opportunities for people to connect; by mentoring students as they develop life skills through hands-on learning; and by promoting innovative enterprise to diversify the economy of vinalhaven,0,"The mission focuses on community support, education, and economic development without any religious or faith-based language."
the wendell gilley museum is a community center that celebrates the life and work of wendell gilley a pioneer in the field of decorative bird carving it teaches the art of bird carving and presents art exhibitions and educational programs with a special focus on people nature and art the museum endeavors to inspire appreciation of the visual arts engagement in artistic creativity and respect and care for the natural world,0,"The mission focuses on art, education, and nature without any religious or faith-based elements."
operation of low income housing for the elderly and handicapped regulated and assisted by the department of housing and urban development (hud),0,"The mission focuses on providing low-income housing for the elderly and handicapped, which is a secular activity and does not mention any religious or faith-based motivation."
pals no kill cat shelter protects and enhances the lives of cats in the heart of maine providing low cost feline veterinary care shelter adoption services and public education,0,"The mission focuses on animal welfare and veterinary care, which are secular activities."
educate physicians for a lifetime of competent compassionate and personally satisfying practice improve the health of maine people with particular emphasis on rural areas and underserved populations promote the involvement of physicians in the life of the broader community,0,The mission focuses on healthcare education and community health improvement without any religious or faith-based language.
the organization owns and operates a 22 unit housing complex for individuals with special needs and living requirements,0,"The mission focuses on providing housing for individuals with special needs, which is a secular activity."
enhancement of down east maine through local resources,0,The mission focuses on local resources and community enhancement without any religious or faith-based language.
to provide residential and nursing care for adults with developmental disabilities,0,"The mission focuses on providing healthcare services for adults with developmental disabilities, which is a secular activity."
to promote the fullest development of the individual's personal growth social responsibility independent living and vocational development to increase the likelihood that people with disabilities will develop relationships increase control over their lives and acquire positive roles in community life,0,"The mission focuses on personal growth, social responsibility, and vocational development for individuals with disabilities, which are secular activities."
to provide opportunities for the entire community young and old rich and poor to learn play and practice the game of golf and high quality course at the most affordable price possible consistent with our not-for-profit status,0,"The mission focuses on providing opportunities to learn and play golf, which is a secular activity and does not mention any religious or faith-based concepts."
coastal family hospice volunteers provides caring companions to the dying comfort to the grieving family and friends and education and support to our volunteers,0,"The mission focuses on providing support and education related to hospice care, which is a secular activity and does not mention any religious or faith-based concepts."
providing rental units and consulting services to other non-profit organizations on various residential facilities available,0,"The mission focuses on providing rental units and consulting services, which are secular activities and do not indicate a religious motivation."
occupational health and safety training,0,"The mission focuses on occupational health and safety training, which is a secular activity."
to promote the general welfare of mentally retarded persons,0,The mission focuses on promoting the welfare of a specific group and does not mention any religious or faith-based concepts.
casa's primary purpose is to serve persons with mental retardation residing in cumberland county maine,0,"The mission focuses on serving individuals with mental retardation, which is a secular activity and does not mention any religious or faith-based concepts."
fire ambulance and rescue services,0,"The mission focuses on providing emergency services, which is a secular activity."
the provision of secondary education,0,"The mission focuses on providing secondary education, which is a secular activity and does not mention any religious or faith-based concepts."
the organization is committed to strengthening families and preventing child abuse and neglect through mobilizing community resources and advocating for and providing services that promote healthy children and families,0,"The mission focuses on strengthening families and preventing child abuse through community resources and services, which are secular activities."
low income housing for the elderly,0,"The mission focuses on providing low income housing, which is a secular activity and does not mention any religious or faith-based motivation."
to assist children & adults with disabilities in pursuing social educational vocational and other life enhancing opportunities,0,"The mission focuses on assisting individuals with disabilities in various life-enhancing opportunities, which is a secular activity."
the school provides alternative education based on the waldorf method which is dedicated to sound education standards teaching the whole child to grow and learn in ways that most suit their individual temperaments and abilities utilizing not only the child's thought processes but also their physicalrhythmic and artistic sense,0,The mission focuses on alternative education and teaching methods without any religious or faith-based references.
to prevent child abuse and neglect by empowering children and families in york and cumberland counties,0,"The mission focuses on preventing child abuse and neglect through empowerment, which is a secular activity and does not mention any religious concepts."
christian day school,1,"The mission mentions 'christian', indicating a religious focus."
19th century willowbrook's mission is to collect preserve and exhibit 19th century artifacts and historic buildings and use these as an educational tool to show how people lived in 19th century rural maine/new england,0,"The mission focuses on collecting and exhibiting historical artifacts and education, with no religious or faith-based elements."
village nursery school is a co-operative nursery school in which the students parents participate in the classroom setting each school day 1 parent works in the classroom to assist the teachers it is an easy fun day for the parent and the children love to have their parent as the working parent the classroom commitment tends to be about 1 day/month each family also volunteers for a role in the operation of the nursery school,0,"The mission focuses on a cooperative nursery school and parental involvement, which are secular activities related to education."
the agency provides a residential setting to assist adults with intellectual disabilities to accomplish and maintain their highest attainable living skills and to improve their quality of life by supporting independence,0,"The mission focuses on assisting adults with intellectual disabilities and improving their quality of life, which is a secular activity."
the little league of falmouth maine provides baseball and softball programs uniforms schedules and instruction to more than 300 youths in the town of falmouth maine,0,"The mission focuses on providing baseball and softball programs for youth, which is a secular activity."
to conserve for the public benefit natural habitat scenic beauty and working land of the boothbay region of maine by providing stewardship public access and environmental programs,0,The mission focuses on environmental conservation and public benefit without any religious or faith-based language.
educational,0,"The mission focuses on education, which is a secular activity and does not indicate any religious motivation."
to provide health care facilities to the community,0,"The mission focuses on providing healthcare facilities, which is a secular activity and does not mention any religious or faith-based concepts."
housing and subsistence for low income and needy individuals,0,"The mission focuses on providing housing and subsistence, which are secular activities aimed at supporting low-income individuals without any religious or faith-based motivation."
the purpose of the society is to forge partnerships among citizens scientists and professionals to foster the management and protection of lakes and reservoirs for today and tomorrow,0,"The mission focuses on environmental management and protection, which is a secular activity."
the mission of the aroostook medical center is to restore maintain and improve the health of our friends and neighbors in a compassionate and professional environment,0,"The mission focuses on healthcare and improving health in a professional environment, with no religious or faith-based language."
land conservation and conservation education,0,"The mission focuses on land conservation and education, which are secular activities and do not indicate a religious motivation."
the mission of the boothbay railway village is to conserve display and interpret artifacts authentic period structures and technologies utilized in maine during the historical period of the mid-19th through the mid-20th centuries,0,"The mission focuses on conserving and interpreting historical artifacts and structures, which is a secular activity."
portland ballet is dedicated to bringing dance to people of all ages and skill levels while maintaining its focus on training young men and women for professional careers its maines professional ballent company and leading classical training in the state,0,"The mission focuses on providing dance education and training, which is a secular activity."
atlantic partners ems is a non-profit corporation created under the laws of the state of maine to act as an extension of maine ems in providing quality improvement ems education and resource development services to the ambulance rescue and first responder services as well as hospitals and other health care agencies or organizations throughout the state of maine,0,"The mission focuses on providing EMS education and resources, which are secular activities related to healthcare."
coastal christian school is a privateindependent evangelical school not affiliated with any one church we offer traditional classes for grades k through 12 to students in midcoast maine the school serves christian families of diverse affiliations yet of like faith instruction in the bible and liberal arts and sciences commonly taught in elementary and secondary school is presented in a traditional classroom format,1,"The mission mentions 'Christian', 'instruction in the Bible', and emphasizes a faith-based educational approach."
the park danforth's mission is to provide housing and services that enhance a person's quality of life respect personal dignity and accommodate the need for privacy and self-determination in doing so we aim to respond to the individual's changing needs brought about through aging,0,"The mission focuses on providing housing and services related to aging, which are secular activities and do not mention any religious or faith-based concepts."
animal welfare - humane society,0,"The mission focuses on animal welfare, which is a secular activity and does not mention any religious or faith-based concepts."
organization's primary exempt purpose is to raise funds to be added to principal balance to earn investment income from which to award scholarships to local high school students seeking to further their education in post secondary environments,0,"The mission focuses on raising funds for scholarships and education, which are secular activities."
to make available for education and research information and artifacts which illuminate the history of vinalhaven and its families,0,"The mission focuses on education and research related to history, which is a secular activity."
education - help children develop a love of learning through play cultivate social and emotional development and to build a foundation for independence,0,The mission focuses on education and child development without any religious or faith-based references.
youth and family outreach creates opportunities that support learning and enhance the quality of life for children teens and families in greater portland,0,"The mission focuses on learning and quality of life for families and youth, which are secular activities."
local historical society,0,"The mission focuses on historical activities, which are secular in nature."
maine writers and publishers alliance supports maine writers and publishers by providing workshops professional development and awards to high school writing students,0,"The mission focuses on supporting writers and publishers through workshops and professional development, which are secular activities."
to provide support and advocacy,0,The mission focuses on support and advocacy without any religious or faith-based context.
the islesboro preschool recognizes each child as an individual with their own set of life experiences each child will be encouraged to explore observe experiment and discover through direct concrete interaction with the environment children are given activities to challenge and to increase their developmental skills children are accepted for where they are at in all stages of development and encouraged to develop at their own rate character development is fostered in all areas to build caring honest respectful and responsible individuals,0,The mission focuses on early childhood education and character development without any religious or faith-based references.
low income housing,0,"The mission focuses on providing low income housing, which is a secular activity and does not indicate a religious motivation."
provide subsidized housing for the elderly and self sufficient handicapped persons,0,The mission focuses on providing housing for specific groups and does not mention any religious or faith-based concepts.
to promote music and arts in the midcoast area of maine,0,"The mission focuses on promoting music and arts, which are secular activities."
to create and support one-to-one mentoring relationships that ignite the power and promise of area youth,0,"The mission focuses on mentoring relationships and youth empowerment, which are secular activities without religious connotations."
maine mental health connections offers a variety of social recreational vocational and personal growth opportunities for adults who are consumers of mental health and/or developmental disability services the overall goal of maine mental health connections is to maintain and/or increase the community integration of individuals and reduce their dependency on the mental health system the mission of maine mental health connections is based on the philosophy that consumers of mental health and/or developmental disability services have the right to choice in determining their independence in the community and opportunities should be provided for them to have and make choices that will lead to their individualized and group empowerment,0,"The mission focuses on social, recreational, and vocational opportunities for individuals with mental health and developmental disabilities, without any religious or faith-based language."
the organization works to conserve wild or underdeveloped open space scenic areas and historic landmarks in the casco bay region,0,The mission focuses on environmental conservation and does not mention any religious or faith-based concepts.
traditional summer camp for boys ages 7 - 15,0,The mission focuses on a secular activity (summer camp) and does not mention any religious or faith-based concepts.
to provide skilled long term care pharmacy and rehabilitation services for veterans their spouses widows and widowers,0,"The mission focuses on providing healthcare services for veterans and their families, which is a secular activity."
youth and adult recreational activities including teaching of athletics and safety training,0,"The mission focuses on recreational activities and safety training, which are secular in nature."
multi-specialty outpatient healthcare organization promoting the development of quality health care health care services and the development and operation of related activities necessary to encourage quality health care in aroostook county,0,The mission focuses on healthcare services and does not mention any religious or faith-based concepts.
the organization's primary mission is to provide decent and affordable housing to people with intellectual disabilities in the central maine area,0,"The mission focuses on providing housing for people with intellectual disabilities, which is a secular activity and does not mention any religious or faith-based concepts."
new hope for women offers support to people in sagadahoc lincoln knox and waldo counties affected by domestic violence dating violence and stalking and provides educational resources to assist our communities in creating a safer and healthier future,0,"The mission focuses on providing support and educational resources related to domestic violence and community safety, which are secular activities."
to supply bldg for medical personnel,0,"The mission focuses on providing a building for medical personnel, which is a secular activity related to healthcare."
to protect and improve the watershed,0,The mission focuses on environmental protection and does not mention any religious or faith-based concepts.
faith's purpose is to mentor students for spirit-filled leadership in ministry in light of the great commission while academics are important the classrooms are not the only learning place through a combination of formal instruction chapel services practical experience personal interaction and discipleship faith aims to develop the inner man faith's purpose is to produce spirit-filled leaders at faith the bible is the chief textbook and jesus is the sovereign lord special emphasis is place upon the student's relationship with god and the sanctifying process which occurs in the believer's heart a constant spirit of revival pervades the atmosphere the name of jesus christ is magnified the holy spirit is invited to interrupt the daily routine at any time,1,"The mission explicitly mentions faith, ministry, the Bible, Jesus, and emphasizes spiritual leadership and relationship with God."
the mission of the united way of the tri-valley area is to improve people's lives by focusing the caring capacity of our communitiesthe united way meets its mission in two ways:by conducting an annual fundraising campaign from which dollars are allocated to health and human service organizations that apply for program supportand by bringing people together to identify and address community needs,0,"The mission focuses on improving lives through health and human services and community needs, without any religious or faith-based language."
the castine historical society collects preserves and exhibits materials that illuminate the rich history of the castine - bagaduce river area and through it that of new england and america from pre-colonial times to the present in doing so the society seeks to engage residents and visitors of all ages in the exploration and stewardship of castine's diverse historical resources,0,"The mission focuses on historical preservation and education, which are secular activities."
fund raising for exempt eastern maine medical center,0,"The mission focuses on fundraising for a medical center, which is a secular activity."
the farmington historical society inc mission is to discover procure and preserve the history of farmington maine,0,"The mission focuses on preserving history, which is a secular activity and does not mention any religious or faith-based concepts."
bucksport community concerns provides assistance to disadvantaged citizens of bucksport verona and orland,0,"The mission focuses on providing assistance to disadvantaged citizens, which is a secular activity and does not mention any religious or faith-based concepts."
founded in 1964 in response to an identified need for a coordinated effort for economic development and resource management smpdc has been conducting economic development housing and water quality planning and providing technical assistance to the municipalities in the region for over forty years,0,"The mission focuses on economic development, housing, and resource management, which are secular activities without religious motivation."
food pantry to provide needy individuals with basic staples and food supplies,0,"The mission focuses on providing food supplies to needy individuals, which is a secular activity and does not mention any religious or faith-based motivation."
art for all the portland museum of art seeks to create an inclusive space that champions open expression and makes art accessible to all,0,"The mission focuses on art accessibility and inclusivity, which are secular activities."
